raw_record_id,source_channel,title,doi,publication_year,authors,deduplication_status,merged_into_record_id,deduplication_reason
RAW_0062,Direct_Harvest,"Contributions to Monitoring, Anomaly Detection and Classification Using Artificial Intelligence and Statistical Methods : Applications in Smart Manufacturing and Healthcare",https://doi.org/10.70675/96bb05faz4257z4660zb2f8z7e1ba70e98d0,2025,['Kim Duc Tran'],UNIQUE,REC_DIR_0065,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0063,Direct_Harvest,Validation of online clearance monitoring and machine learning-based prediction of dialysis adequacy in Vietnamese hemodialysis patients: a cross-sectional study,https://doi.org/10.1186/s12882-026-05114-6,2026,"['Xuan Chanh Tran', 'Tuan Anh Pham', 'Thinh Chi Phan', 'Anh Thuy Tram Nguyen', 'Huy Quoc Tran', 'Thanh Kien Lam']",UNIQUE,REC_DIR_0066,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0064,Direct_Harvest,AI-Driven Methane Emission Prediction in Rice Paddies: A Machine Learning and Explainability Framework,https://doi.org/10.3390/methane4040028,2025,"['Abira Sengupta', 'Fathima Nuzla Ismail', 'Shanika Amarasoma']",UNIQUE,REC_DIR_0067,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0065,Direct_Harvest,IAB 16th World Congress,https://doi.org/10.1111/bioe.13252,2023,"['Voo Teck Chuan', 'Tenzin Wangmo', 'Bernice S. Elger']",UNIQUE,REC_DIR_0068,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0066,Direct_Harvest,ADVANCING SUSTAINABLE AGRICULTURE IN VIETNAM THROUGH BIOTECHNOLOGY AND ARTIFICIAL INTELLIGENCE,https://doi.org/10.62985/j.huit_ojs.vol25.nos2_ica.214,2025,['Phan Thi Thanh Huyen'],UNIQUE,REC_DIR_0069,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0067,Direct_Harvest,Comprehensive Overview of Artificial Intelligence Applications in Biomedical Research and Precision Medicine (2024–2026),https://doi.org/10.5281/zenodo.19372022,2026,['Fahim Halim Khan'],UNIQUE,REC_DIR_0070,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0068,Direct_Harvest,Evaluating Audio Feature Extraction Methods for Identifying Bee Queen Presence,https://doi.org/10.1145/3628797.3628852,2023,"['Huu-Tuong Ho', 'Minh-Tien Pham', 'Quang-Duong Tran', 'Quang-Huy Pham', 'Thi-Thu-Hong Phan']",UNIQUE,REC_DIR_0072,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0069,Direct_Harvest,A Comparison of Machine Learning Methods for Alzheimer's Disease Classification in Vietnamese Patients,none,2025,"['Nguyen Vu Binh Duong', 'Duy-Thanh Vu', 'Duy-Cat Can', 'Hai Dac Nguyen', 'Binh T. Nguyen', 'Oliver Yibing Chen', 'Huong Ha']",UNIQUE,REC_DIR_0073,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0070,Direct_Harvest,"Drought risk assessment in Quang Tri Province, Vietnam using Landsat multi-temporal remote sensing data and machine learning algorithm",https://doi.org/10.12775/bgeo-2026-0002,2026,"['Thi Thu Trang Tran', 'Le Hung Trinh', 'Thi Phuong Thao Do', 'Van Phu Le']",UNIQUE,REC_DIR_0074,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0071,Direct_Harvest,Risk Assessment Models for the Health Insurance Sector,https://doi.org/10.1108/978-1-83608-582-920241032,2024,"['Reepu Reepu', 'Pawan Kumar', 'Mandeep Singh']",UNIQUE,REC_DIR_0075,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0072,Direct_Harvest,AI-Powered Cardiovascular Risk Prediction: Integrating Wearable Biosensors and Machine Learning Algorithms,https://doi.org/10.47191/jefms/v8-i9-57,2025,"['Hoang Minh Quan', 'N. Minh', 'Doan Dao Tu Uyen']",UNIQUE,REC_DIR_0076,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0073,Direct_Harvest,The Impact of AI-induced Ethical Conflict and the Moderating Role of Psychological Safety on the Mental Health of Accountants in Financial Technology Enterprises in Vietnam,https://doi.org/10.56294/saludcyt20252468,2025,['Huu Vinh Tran'],UNIQUE,REC_DIR_0077,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0074,Direct_Harvest,A Systematic Framework for Investigating Algorithmic Bias as a Social Determinant of Health in Low- and Middle-Income Countries: A Research Protocol,https://doi.org/10.20944/preprints202507.1698.v1,2025,['Anthony Iyore Anaweokhai'],UNIQUE,REC_DIR_0078,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0075,Direct_Harvest,Prediction of building subsidence in Vietnam using machine learning techniques based on leveling results,https://doi.org/10.3846/gac.2024.20237,2024,"['D. T. Tran', 'Ngoc Dung Luong', 'Dinh Huy Nguyen']",UNIQUE,REC_DIR_0079,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0076,Direct_Harvest,VMHQA: A Vietnamese Multi-choice Dataset for Mental Health Domain Question Answering,https://doi.org/10.4108/eetsis.7678,2025,"['Tu Anh Hoang Nguyen', 'Quang-Dieu Nguyen', 'Harius M. Nguyen', 'Ann Nguyen', 'Loan T. T. Nguyen']",UNIQUE,REC_DIR_0080,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0077,Direct_Harvest,Overview of AI Agent Applications in Hospital Pharmacy Operations,https://doi.org/10.25073/2588-1132/vnumps.4922,2026,"['Pham Quoc Anh', 'Ngô Thị Kim Cúc', 'Do Thuy Linh', 'Nguyen Thanh Hai', 'Nguyen Duc Long', 'Nguyen Thi Dua', 'Nguyen Huyen Thu', 'Vu Thu Ha', 'Nguyen Dang Phuong Anh']",UNIQUE,REC_DIR_0081,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0078,Direct_Harvest,Employment Opportunities Created By Artificial Intelligence (Ai),https://doi.org/10.35629/5252-0704757761,2025,"['Truong Vu Long Truong Vu Long', 'Tong Thi Phuong Thao Tong Thi Phuong Thao']",UNIQUE,REC_DIR_0082,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0079,Direct_Harvest,An efficient human activity recognition model based on deep learning approaches,https://doi.org/10.52549/ijeei.v10i1.3438,2022,"['Aymen Jalil Abdulelah', 'Mohannad Al-Kubaisi', 'Ahmed Muhi Shentaf']",UNIQUE,REC_DIR_0083,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0080,Direct_Harvest,"Remote sensing for yield estimation and climate risk management for coffee in Central Highlands, Vietnam",https://doi.org/10.26192/100wx8,2025,"['Nguyen, Thuy']",UNIQUE,REC_DIR_0084,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0081,Direct_Harvest,"Genomics and big data: Research, development and applications",https://doi.org/10.15625/1811-4989/16158,2021,"['Lê Thị Thu Hiền', 'Nguyễn Tường Vân', 'Kim Thị Phương Oanh', 'Nguyễn Đăng Tôn', 'Huỳnh Thị Thu Huệ', 'Nguyễn Thùy Dương', 'Phạm Lê Bích Hằng', 'Nguyễn Hải Hà']",UNIQUE,REC_DIR_0085,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0082,Direct_Harvest,"Knowledge, attitudes, and practices regarding artificial intelligence among health professions students: Implications for AI readiness",https://doi.org/10.62685/tbjmp.2026.22.05,2026,['Pham Hong Quang'],UNIQUE,REC_DIR_0086,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0083,Direct_Harvest,Application of IoT and AI in Monitoring structural Load-bearing capacity of Buildings,https://doi.org/10.1109/eee-am66675.2025.11473802,2025,"['Nguyen Minh Quang', 'Nguyen Hoanh', 'Ngo Sy Dong']",UNIQUE,REC_DIR_0087,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0084,Direct_Harvest,"DEVELOPMENT OF AN INTEGRATED NURSING COMPETENCY FRAMEWORK: SYNTHESIZING VIETNAM’S NATIONAL STANDARDS, COMPETENCY MODELS, AND ASSESSMENT INSTRUMENTS",https://doi.org/10.51298/vmj.v550i1.13913,2025,"['Thi Ha', 'Tran Ngoc Thanh Dang', 'Thi Thu Tam Lam', 'Thi Thanh Tinh Nguyen']",UNIQUE,REC_DIR_0088,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0085,Direct_Harvest,Assessment of Artificial Intelligence-based Translation Tools for Emergency Department Discharge Instructions,https://doi.org/10.5811/westjem.48825,2026,"['Estee Wu', 'Cassandra Mackey', 'Simi Jandu', 'Jennifer Carey']",UNIQUE,REC_DIR_0089,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0086,Direct_Harvest,Artificial Intelligence in In Vitro Diagnostics (IVD): A Comprehensive Review of the New Frontier,https://doi.org/10.1109/access.2026.3660065,2026,['Hieu Le Ngoc'],UNIQUE,REC_DIR_0090,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0087,Direct_Harvest,Lecture No. 3 Current status and future outlook for collection of cancer-related data in Asia,https://doi.org/10.1093/jjco/hyaa269,2020,['Tomohiro Matsuda'],UNIQUE,REC_DIR_0091,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0088,Direct_Harvest,Neurai-VN Benchmark: Standardized Machine Learning Models for Multimodal Digital Phenotyping in Mental Health Classification,https://doi.org/10.48550/arxiv.2607.25232,2026,"['Quoc-Cuong Pham', 'Hoang-Thuy-Duong Vu', 'Thi-Thanh-Huong Ha', 'Huy‐Hieu Pham']",UNIQUE,REC_DIR_0092,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0089,Direct_Harvest,TLAS-YHCT VN: Development and Evaluation of a Socratic AI Teaching Assistant for Traditional Vietnamese Medicine Education — A Two-Phase Mixed-Methods Study (Preprint),https://doi.org/10.2196/preprints.105820,2026,['Tạ Hồng'],UNIQUE,REC_DIR_0093,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0090,Direct_Harvest,"ChatGPT Usage for Academic Purposes and Influencing Factors Among Students at Hanoi Medical University, Vietnam",https://doi.org/10.33846/hd20502,2025,"['Luu Thi Thu Kieu', 'Phan Huu Vinh', 'Nguyen Thi', 'Trinh Khanh Linh', 'Tran Xuan Dai', 'Tran Ngan Hanh', 'Nguyễn Ngọc Linh', 'Le Thanh Hang', 'Hy Minh Giang', 'Vo Anh', 'Thanh Pham', 'Dang Cong Son', 'Lê Minh Đạt']",UNIQUE,REC_DIR_0094,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0091,Direct_Harvest,Artificial Intelligence (AI) Applications in Construction Industry: A Big Data-driven Bibliometric Analysis,https://doi.org/10.1109/rivf68649.2025.11365231,2025,"['Ngan Nguyen Le', 'Huy Thanh Phung', 'Hien Phuoc Phan', 'Chuong Duy Nguyen', 'Buu Quoc Mai']",UNIQUE,REC_DIR_0095,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0092,Direct_Harvest,"Knowledge, Attitudes, and Practices Related to AI in Learning and Research Among Medical Students in Vietnam: Cross-Sectional Study",https://doi.org/10.2196/95867,2026,"['Minh Tien Bui', 'Ha My Le', 'T P Luong', 'Hoang Anh Vu', 'Thế Anh Trần', 'Ngo Td', 'Dieu Linh Bui', 'Thi Han Bui', 'Duy Cuong Nguyen', 'Thanh Binh Ngo', 'Kien Trung Nguyen', 'Thi Loi Dao']",UNIQUE,REC_DIR_0096,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0093,Direct_Harvest,Integrating Diverse Voices and Data Science: Advancing Equity in the Public Opinion Data Cycle for Health Emergencies,https://doi.org/10.26190/unsworks/32205,2026,['Dani Hutchinson'],UNIQUE,REC_DIR_0097,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0094,Direct_Harvest,Real-Time Magnetic Tracking and Diagnosis of COVID-19 via Machine Learning,https://doi.org/10.48550/arxiv.2311.00737,2023,"['Dang Tuan Nguyen', 'Phat K. Huynh', 'Vinh Duc An Bui', 'Kee Young Hwang', 'Nityanand Jain', 'Chau H. Nguyen', 'Le Huu Nhat Minh', 'Lê Văn Trường', 'Xuân Thanh Nguyễn', 'Nguyễn Hoàng Định', 'Lê Tiến Dũng', 'Trung Le', 'Manh‐Huong Phan']",UNIQUE,REC_DIR_0098,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0095,Direct_Harvest,2020 Global Pediatric Pulmonology Alliance (GPPA) Forum on COVID‐19,https://doi.org/10.1002/ped4.12229,2020,"['Kunling Shen', 'Spencer Li', 'Yu Guan', 'Yonghong Yang']",UNIQUE,REC_DIR_0099,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0096,Direct_Harvest,Editorial,https://doi.org/10.1108/jedt-07-2026-756,2026,['Nicholas Chileshe'],UNIQUE,REC_DIR_0100,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0097,Direct_Harvest,Which Works Best for Vietnamese? A Practical Study of Information Retrieval Methods across Domains,https://doi.org/10.48448/2a35-ph29,2026,"['Association for Computational Linguistics 2026', 'Long Nguyen', 'tho Quan']",UNIQUE,REC_DIR_0101,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0098,Direct_Harvest,Enhancing English Language Acquisition through ChatGPT: Use of Technology Acceptance Model in Linguistics,https://doi.org/10.54692/jelle.2024.0604262,2024,"['Hayat Ullah', 'Sajid Anwar', 'Shah Nawaz Khan']",UNIQUE,REC_DIR_0102,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0099,Direct_Harvest,UET175: EEG dataset of motor imagery tasks in Vietnamese stroke patients,https://doi.org/10.3389/fnins.2025.1580931,2025,"['Chau Ma Thi', 'Hoang-Anh Nguyen The', 'Kien Nguyen Minh', 'Long Vu Thanh', 'Hieu Nguyen Dinh', 'Nhu-Y Huynh Thi', 'Thanh-Huong Ha Thi', 'Trong-Nghia Hoang Tien', 'Doan-Truc Au Dao', 'Kim-Long Nguyen Hoang', 'Vy Huynh Kha', 'T. Hoang']",UNIQUE,REC_DIR_0103,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0100,Direct_Harvest,Guest editorial: Transnationalization of higher education: challenges and opportunities,https://doi.org/10.1108/aeds-06-2024-294,2024,"['Ka Ho Mok', 'Kun Dai']",UNIQUE,REC_DIR_0104,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0101,Direct_Harvest,Developing an AI-Enhanced Individualized Prediction Tool for Psychopathological Symptoms in Vietnam: A Study Protocol,https://doi.org/10.1109/ichst66555.2025.11428741,2025,"['Hung T. Nguyen', 'Minh Khau', 'Huyen Nguyen', 'Hieu Pham']",UNIQUE,REC_DIR_0105,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0102,Direct_Harvest,Dynamic weighting and genetic algorithm-based hybrid SVR-Ridge model for improving PM <sub>2.5</sub> forecasting in open-pit copper mines,https://doi.org/10.1080/17480930.2025.2492086,2025,"['L. T. K. Ngoc', 'Hoang Nguyen', 'Xuan-Nam Bui', 'Trung-Tin Tran']",UNIQUE,REC_DIR_0107,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0103,Direct_Harvest,The evidence for evidence-based medicine,https://doi.org/10.4103/amsr.amsr_19_23,2023,['Subhankar Chowdhury'],UNIQUE,REC_DIR_0108,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0104,Direct_Harvest,A Hybrid Architecture for Multi-Stage Claim Document Understanding: Combining Vision-Language Models and Machine Learning for Real-Time Processing,https://doi.org/10.48550/arxiv.2601.01897,2026,"['Lilu Cheng', 'Jingjun Lu', 'Yi Xuan Chan', 'Quốc Khải Nguyễn', 'John Bi', 'Sean Ho']",UNIQUE,REC_DIR_0109,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0105,Direct_Harvest,Adaptive Modeling for Air Quality: A Continual Learning Framework for PM₂.₅ Estimation in Vietnam,https://doi.org/10.1109/tgrs.2026.3668935,2026,"['Phuong D.M. Nguyen', 'Duy A. Nguyen', 'Thanh T.N. Nguyen']",UNIQUE,REC_DIR_0111,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0106,Direct_Harvest,"Improving accuracy, stability, and practicability of poverty-targeting tools in the context of vietnamese ethnic minorities",https://doi.org/10.60848/13816,2025,['Be Thanh Duong'],UNIQUE,REC_DIR_0112,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0107,Direct_Harvest,"Decision letter: Development, validation, and application of a machine learning model to estimate salt consumption in 54 countries",https://doi.org/10.7554/elife.72930.sa1,2021,['Gian Paolo Rossi'],UNIQUE,REC_DIR_0113,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0108,Direct_Harvest,"Author response: Development, validation, and application of a machine learning model to estimate salt consumption in 54 countries",https://doi.org/10.7554/elife.72930.sa2,2021,"['Wilmer Cristobal Guzman‐Vilca', 'Manuel Castillo‐Cara', 'Rodrigo M. Carrillo‐Larco']",UNIQUE,REC_DIR_0114,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0109,Direct_Harvest,Toward Pre-Deployment Assurance for Enterprise AI Agents: Ontology-Grounded Simulation and Trust Certification,https://doi.org/10.48550/arxiv.2606.04037,2026,"['Thanh Luong Tuan', 'Abhijit Sanyal']",UNIQUE,REC_DIR_0115,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0110,Direct_Harvest,Trustworthy RF/Microwave Biomedical AI: Information Fusion and Evaluation Design for Clinical Translation,https://doi.org/10.5281/zenodo.19990364,2026,['Ahmad Aldelemy'],UNIQUE,REC_DIR_0117,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0111,Direct_Harvest,The Impact Of Digital Diplomacy On International Politics In The Early Decades Of The 21st Century And Its Implications For Vietnam,https://doi.org/10.56734/ijahss.v6n5a6,2025,"['Nguyen Ngoc Cuong', 'Bui Thanh Nam', 'Nguyen Van Dap']",UNIQUE,REC_DIR_0119,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0112,Direct_Harvest,Parent’s Perception and Willingness for Using Internet Based Mental Health Application for Children,https://doi.org/10.25073/2588-1159/vnuer.4325,2019,"['Trần Thành Nam', 'Hien Hoang']",UNIQUE,REC_DIR_0122,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0113,Direct_Harvest,Opening Dialogue,https://doi.org/10.1162/daed_a_02085,2024,"['Lee C. Bollinger', 'Geoffrey R. Stone']",UNIQUE,REC_DIR_0123,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0114,Direct_Harvest,The i-CanManage program to improve exercise and symptom management for Vietnamese women after cancer: A pilot randomized controlled trial protocol,https://doi.org/10.1177/20552076241293974,2024,"['Thi Hoa Huyen Nguyen', 'Thi Hoa Huyen Nguyen', 'Linh Khanh Bui', 'Tran Ngoc Tran', 'Ngan Thi Thuy Nguyen', 'Anh Hoang Phuong', 'Hieu Huy Pham', 'Andrew W. Taylor‐Robinson', 'Tran Quang Duc', 'Huong Thi Thanh Nguyen', 'Huong Thi Thanh Nguyen']",UNIQUE,REC_DIR_0124,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0115,Direct_Harvest,"Estimating forest above ground biomass in Dak Lak Province, Vietnam",https://doi.org/10.13057/asianjfor/r090112,2025,"['Ho Dinh Bao', 'Nguyễn Thị Thanh Hương']",UNIQUE,REC_DIR_0125,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0116,Direct_Harvest,Sustainable Development of Physical Education in Vietnam: Digital Transformation from 2020 to 2025 and vision to 2030,https://doi.org/10.61586/qwc38,2025,"['Ngo Huu Phuc', 'Le Hoang Son Chau', 'Nguyen Hoang Minh Thuan']",UNIQUE,REC_DIR_0126,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0117,Direct_Harvest,Recovering Health Disparities When Race and Ethnicity Information is Inadequate,https://doi.org/10.17605/osf.io/n5fb2,2026,['Derek Ouyang'],UNIQUE,REC_DIR_0127,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0118,Direct_Harvest,"PREreview of ""Diagnostic Accuracy and Potential Resource Savings of Pooled Sputum Testing with Xpert MTB/RIF Ultra for Tuberculosis among adults in Vietnam: A Cross-Sectional Study""",https://doi.org/10.5281/zenodo.19559782,2026,['John Cherry'],UNIQUE,REC_DIR_0129,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0119,Direct_Harvest,Insights on the current and future state of AI adoption within health systems in Southeast Asia: A qualitative study (Preprint),https://doi.org/10.2196/preprints.71591,2025,"['Mochammad Fadjar Wibowo', 'Alexandra Pyle', 'E. F. H. Lim', 'Joshua W. Ohde', 'Nan Liu', 'Jonas Karlström']",UNIQUE,REC_DIR_0131,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0120,Direct_Harvest,Psychological safety and AI adoption as antecedents of teaching burnout: the mediating effect of work–life balance,https://doi.org/10.1108/aeds-06-2025-0285,2026,['Sang Tang My'],UNIQUE,REC_DIR_0134,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0121,Direct_Harvest,Wearable vital-sign sensors for early detection of severe dengue and sepsis: Clinical applications and implementation in resource-limited settings,https://doi.org/10.1177/20552076251396563,2025,"['Mohamed Mustaf Ahmed', 'Zhinya Kawa Othman', 'Sumaya Mahamud Mahamed', 'Olalekan John Okesanya', 'Shuaibu Saidu Musa', 'Francesco Branda', 'Don Eliseo Lucero‐Prisno']",UNIQUE,REC_DIR_0136,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0122,Direct_Harvest,Measuring Racial Sentiment Using Social Media Is Harder Than It Seems,https://doi.org/10.1097/ede.0000000000001672,2023,"['Eleanor J. Murray', 'Kareem Carr']",UNIQUE,REC_DIR_0137,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0123,Direct_Harvest,"&amp;#160;Air Emission Inventory and AI- based Air Quality Forecasting Models for Developing Countries: A Case Study of Ho Chi Minh City, Vietnam",https://doi.org/10.5194/egusphere-egu24-10056,2024,"['Quoc Bang Ho', 'Hoang Ngoc Khue Vu', 'Tam Thoai Nguyen', 'Ricardo Simón Carbajo']",UNIQUE,REC_DIR_0138,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0124,Direct_Harvest,Primary School Teachers’ Intention to Adopt AI in Sexual and Reproductive Health Education: An Extended Technology Scceptance Model,https://doi.org/10.5812/ijpbs-169858,2026,"['Hoan Ngo-Thi-Kim', 'Quynh Pham-Viet', 'Hong Cuong Do', 'Mai Hoang Thi', 'Thao Tran Thi', 'Thanh Tran Phuong', 'Hiep‐Hung Pham']",UNIQUE,REC_DIR_0139,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0125,Direct_Harvest,SENTINEL-Dengue ASEAN-11: An AI-Powered Climate–Geospatial Intelligence System for Dengue Early Warning and Surveillance Prioritization Across Southeast Asia,https://doi.org/10.52939/ijg.v22i6.5044,2026,['J. Sudsawart'],UNIQUE,REC_DIR_0140,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0126,Direct_Harvest,BỆNH VIỆN THỐNG NHẤT – HÀNH TRÌNH PHÁT TRIỂN VÀ ĐỊNH HƯỚNG TRỞ THÀNH TRUNG TÂM LÃO KHOA KỸ THUẬT CAO HÀNG ĐẦU VIỆT NAM,https://doi.org/10.63947/bvtn.v1i1.1,2025,['Lê Đình Thanh'],UNIQUE,REC_DIR_0141,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0127,Direct_Harvest,Index,https://doi.org/10.1108/978-1-80117-139-720211014,2022,[],UNIQUE,REC_DIR_0142,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0128,Direct_Harvest,TH-Hien Model: protocol and statistical analysis plan (HBeAg-negative CHB),https://doi.org/10.17605/osf.io/yvxqp,2026,['Hien-Huu Tran'],UNIQUE,REC_DIR_0143,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0129,Indirect_Harvest,"Flood risk assessment using hybrid artificial intelligence models integrated with multi-criteria decision analysis in Quang Nam Province, Vietnam",https://doi.org/10.1016/j.jhydrol.2020.125815,2020,"['Binh Thai Pham', 'Chinh Luu', 'Tran Van Phong', 'Huu Duy Nguyen', 'Hiep Van Le', 'Thai Quoc Tran', 'Huong Thu Ta', 'Indra Prakash']",UNIQUE,REC_IND_0001,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0130,Indirect_Harvest,"Generative AI chatbots for reliable cancer information: Evaluating web-search, multilingual, and reference capabilities of emerging large language models",https://doi.org/10.1016/j.ejca.2025.115274,2025,"['Bradley D. Menz', 'Natansh D. Modi', 'Ahmad Y. Abuhelwa', 'Warit Ruanglertboon', 'Agnès Vitry', 'Yuan Gao', 'Lee X. Li', 'Rakchha Chhetri', 'Bianca Chu', 'Stephen Bacchi', 'Ganessan Kichenadasse', 'Adel Shahnam', 'Andrew Rowland', 'Michael J. Sorich', 'Ashley M. Hopkins']",UNIQUE,REC_IND_0002,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0131,Indirect_Harvest,Predicting the risk of osteoporosis in older Vietnamese women using machine learning approaches,https://doi.org/10.1038/s41598-022-24181-x,2022,"['My Bui', 'Minh Hoàng Hà', 'Hoang Giang Pham', 'Thang Phuoc Dao', 'Thuy-Trang Thi Nguyen', 'Minh Loi Nguyen', 'Ngan Thi Vuong', 'Xuyen Hong Thi Hoang', 'Loc Tien', 'Xuan Thanh Dao', 'Cuong Quang Le']",UNIQUE,REC_IND_0003,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0132,Indirect_Harvest,Cross-serotype interactions and disease outcome prediction of dengue infections in Vietnam,https://doi.org/10.1038/s41598-019-45816-6,2019,"['Ricardo Aguás', 'Ilaria Dorigatti', 'Laurent Coudeville', 'Christine Luxemburger', 'Neil M. Ferguson']",UNIQUE,REC_IND_0004,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0133,Indirect_Harvest,"IoTs, Machine Learning (ML), AI and Digital Transformation Affects Various Industries - Principles and Cybersecurity Risks Solutions",https://doi.org/10.14704/web/v18si04/web18144,2021,"['Nguyễn Đình Trung', 'Dinh Tran Ngoc Huy', 'Trung-Hieu Le']",UNIQUE,REC_IND_0005,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0134,Indirect_Harvest,Predicting Hypertension Based on Machine Learning Methods: A Case Study in Northwest Vietnam,https://doi.org/10.1007/s11036-022-01984-w,2022,"['Tran Thi Mai Oanh', 'Nguyễn Thanh Tùng']",UNIQUE,REC_IND_0006,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0135,Indirect_Harvest,"Factors associated with 90-day mortality in Vietnamese stroke patients: Prospective findings compared with explainable machine learning, multicenter study",https://doi.org/10.1371/journal.pone.0310522,2024,"['Ton Duy', 'Dung Tien Nguyen', 'Cuong Chi Tran', 'Hai Quang Duong', 'Hoa N. Nguyen', 'Dang Phuc Duc', 'Hoàng Bùi Hải', 'Hong-Khoi Vo', 'Tho Quang Pham', 'Hoa Thi Truong', 'Minh C. Tran', 'Phuong Viet Dao']",UNIQUE,REC_IND_0008,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0136,Indirect_Harvest,A machine learning-based risk score for prediction of mechanical ventilation in children with dengue shock syndrome: A retrospective cohort study,https://doi.org/10.1371/journal.pone.0315281,2024,"['Thanh Tat Nguyen', 'Luan Thanh Vo', 'Đỗ Châu Việt', 'Trinh Huu Tung', 'Thien Vu']",UNIQUE,REC_IND_0010,UNIQUE_RECORD_PASSED_TO_SCREENING
RAW_0137,Indirect_Harvest,"Use of GIS and machine learning to predict disease in shrimp farmed on the east coast of the Mekong Delta, Vietnam",https://doi.org/10.1007/s12562-021-01577-8,2022,"['Nguyen Minh Khiem', 'Yuki Takahashi', 'Hiroki Yasuma', 'Đặng Thị Hoàng Oanh', 'Trần Ngọc Hải', 'Vũ Ngọc Út', 'Nobuo KIMURA']",UNIQUE,REC_IND_0011,UNIQUE_RECORD_PASSED_TO_SCREENING
