record_id,channel,pmid,doi,openalex_id,title,year,authors,dedup_status,screening_status_round_1
REC_DIR_0072,Direct_Harvest,,https://doi.org/10.1145/3628797.3628852,,Evaluating Audio Feature Extraction Methods for Identifying Bee Queen Presence,2023,"['Huu-Tuong Ho', 'Minh-Tien Pham', 'Quang-Duong Tran', 'Quang-Huy Pham', 'Thi-Thu-Hong Phan']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0073,Direct_Harvest,,none,,A Comparison of Machine Learning Methods for Alzheimer's Disease Classification in Vietnamese Patients,2025,"['Nguyen Vu Binh Duong', 'Duy-Thanh Vu', 'Duy-Cat Can', 'Hai Dac Nguyen', 'Binh T. Nguyen', 'Oliver Yibing Chen', 'Huong Ha']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0074,Direct_Harvest,,https://doi.org/10.12775/bgeo-2026-0002,,"Drought risk assessment in Quang Tri Province, Vietnam using Landsat multi-temporal remote sensing data and machine learning algorithm",2026,"['Thi Thu Trang Tran', 'Le Hung Trinh', 'Thi Phuong Thao Do', 'Van Phu Le']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0075,Direct_Harvest,,https://doi.org/10.1108/978-1-83608-582-920241032,,Risk Assessment Models for the Health Insurance Sector,2024,"['Reepu Reepu', 'Pawan Kumar', 'Mandeep Singh']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0076,Direct_Harvest,,https://doi.org/10.47191/jefms/v8-i9-57,,AI-Powered Cardiovascular Risk Prediction: Integrating Wearable Biosensors and Machine Learning Algorithms,2025,"['Hoang Minh Quan', 'N. Minh', 'Doan Dao Tu Uyen']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0077,Direct_Harvest,,https://doi.org/10.56294/saludcyt20252468,,The Impact of AI-induced Ethical Conflict and the Moderating Role of Psychological Safety on the Mental Health of Accountants in Financial Technology Enterprises in Vietnam,2025,['Huu Vinh Tran'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0078,Direct_Harvest,,https://doi.org/10.20944/preprints202507.1698.v1,,A Systematic Framework for Investigating Algorithmic Bias as a Social Determinant of Health in Low- and Middle-Income Countries: A Research Protocol,2025,['Anthony Iyore Anaweokhai'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0079,Direct_Harvest,,https://doi.org/10.3846/gac.2024.20237,,Prediction of building subsidence in Vietnam using machine learning techniques based on leveling results,2024,"['D. T. Tran', 'Ngoc Dung Luong', 'Dinh Huy Nguyen']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0080,Direct_Harvest,,https://doi.org/10.4108/eetsis.7678,,VMHQA: A Vietnamese Multi-choice Dataset for Mental Health Domain Question Answering,2025,"['Tu Anh Hoang Nguyen', 'Quang-Dieu Nguyen', 'Harius M. Nguyen', 'Ann Nguyen', 'Loan T. T. Nguyen']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0081,Direct_Harvest,,https://doi.org/10.25073/2588-1132/vnumps.4922,,Overview of AI Agent Applications in Hospital Pharmacy Operations,2026,"['Pham Quoc Anh', 'Ngô Thị Kim Cúc', 'Do Thuy Linh', 'Nguyen Thanh Hai', 'Nguyen Duc Long', 'Nguyen Thi Dua', 'Nguyen Huyen Thu', 'Vu Thu Ha', 'Nguyen Dang Phuong Anh']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0082,Direct_Harvest,,https://doi.org/10.35629/5252-0704757761,,Employment Opportunities Created By Artificial Intelligence (Ai),2025,"['Truong Vu Long Truong Vu Long', 'Tong Thi Phuong Thao Tong Thi Phuong Thao']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0083,Direct_Harvest,,https://doi.org/10.52549/ijeei.v10i1.3438,,An efficient human activity recognition model based on deep learning approaches,2022,"['Aymen Jalil Abdulelah', 'Mohannad Al-Kubaisi', 'Ahmed Muhi Shentaf']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0084,Direct_Harvest,,https://doi.org/10.26192/100wx8,,"Remote sensing for yield estimation and climate risk management for coffee in Central Highlands, Vietnam",2025,"['Nguyen, Thuy']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0085,Direct_Harvest,,https://doi.org/10.15625/1811-4989/16158,,"Genomics and big data: Research, development and applications",2021,"['Lê Thị Thu Hiền', 'Nguyễn Tường Vân', 'Kim Thị Phương Oanh', 'Nguyễn Đăng Tôn', 'Huỳnh Thị Thu Huệ', 'Nguyễn Thùy Dương', 'Phạm Lê Bích Hằng', 'Nguyễn Hải Hà']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0086,Direct_Harvest,,https://doi.org/10.62685/tbjmp.2026.22.05,,"Knowledge, attitudes, and practices regarding artificial intelligence among health professions students: Implications for AI readiness",2026,['Pham Hong Quang'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0087,Direct_Harvest,,https://doi.org/10.1109/eee-am66675.2025.11473802,,Application of IoT and AI in Monitoring structural Load-bearing capacity of Buildings,2025,"['Nguyen Minh Quang', 'Nguyen Hoanh', 'Ngo Sy Dong']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0088,Direct_Harvest,,https://doi.org/10.51298/vmj.v550i1.13913,,"DEVELOPMENT OF AN INTEGRATED NURSING COMPETENCY FRAMEWORK: SYNTHESIZING VIETNAM’S NATIONAL STANDARDS, COMPETENCY MODELS, AND ASSESSMENT INSTRUMENTS",2025,"['Thi Ha', 'Tran Ngoc Thanh Dang', 'Thi Thu Tam Lam', 'Thi Thanh Tinh Nguyen']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0089,Direct_Harvest,,https://doi.org/10.5811/westjem.48825,,Assessment of Artificial Intelligence-based Translation Tools for Emergency Department Discharge Instructions,2026,"['Estee Wu', 'Cassandra Mackey', 'Simi Jandu', 'Jennifer Carey']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0090,Direct_Harvest,,https://doi.org/10.1109/access.2026.3660065,,Artificial Intelligence in In Vitro Diagnostics (IVD): A Comprehensive Review of the New Frontier,2026,['Hieu Le Ngoc'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0091,Direct_Harvest,,https://doi.org/10.1093/jjco/hyaa269,,Lecture No. 3 Current status and future outlook for collection of cancer-related data in Asia,2020,['Tomohiro Matsuda'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0092,Direct_Harvest,,https://doi.org/10.48550/arxiv.2607.25232,,Neurai-VN Benchmark: Standardized Machine Learning Models for Multimodal Digital Phenotyping in Mental Health Classification,2026,"['Quoc-Cuong Pham', 'Hoang-Thuy-Duong Vu', 'Thi-Thanh-Huong Ha', 'Huy‐Hieu Pham']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0093,Direct_Harvest,,https://doi.org/10.2196/preprints.105820,,TLAS-YHCT VN: Development and Evaluation of a Socratic AI Teaching Assistant for Traditional Vietnamese Medicine Education — A Two-Phase Mixed-Methods Study (Preprint),2026,['Tạ Hồng'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0094,Direct_Harvest,,https://doi.org/10.33846/hd20502,,"ChatGPT Usage for Academic Purposes and Influencing Factors Among Students at Hanoi Medical University, Vietnam",2025,"['Luu Thi Thu Kieu', 'Phan Huu Vinh', 'Nguyen Thi', 'Trinh Khanh Linh', 'Tran Xuan Dai', 'Tran Ngan Hanh', 'Nguyễn Ngọc Linh', 'Le Thanh Hang', 'Hy Minh Giang', 'Vo Anh', 'Thanh Pham', 'Dang Cong Son', 'Lê Minh Đạt']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0095,Direct_Harvest,,https://doi.org/10.1109/rivf68649.2025.11365231,,Artificial Intelligence (AI) Applications in Construction Industry: A Big Data-driven Bibliometric Analysis,2025,"['Ngan Nguyen Le', 'Huy Thanh Phung', 'Hien Phuoc Phan', 'Chuong Duy Nguyen', 'Buu Quoc Mai']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0096,Direct_Harvest,,https://doi.org/10.2196/95867,,"Knowledge, Attitudes, and Practices Related to AI in Learning and Research Among Medical Students in Vietnam: Cross-Sectional Study",2026,"['Minh Tien Bui', 'Ha My Le', 'T P Luong', 'Hoang Anh Vu', 'Thế Anh Trần', 'Ngo Td', 'Dieu Linh Bui', 'Thi Han Bui', 'Duy Cuong Nguyen', 'Thanh Binh Ngo', 'Kien Trung Nguyen', 'Thi Loi Dao']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0097,Direct_Harvest,,https://doi.org/10.26190/unsworks/32205,,Integrating Diverse Voices and Data Science: Advancing Equity in the Public Opinion Data Cycle for Health Emergencies,2026,['Dani Hutchinson'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0098,Direct_Harvest,,https://doi.org/10.48550/arxiv.2311.00737,,Real-Time Magnetic Tracking and Diagnosis of COVID-19 via Machine Learning,2023,"['Dang Tuan Nguyen', 'Phat K. Huynh', 'Vinh Duc An Bui', 'Kee Young Hwang', 'Nityanand Jain', 'Chau H. Nguyen', 'Le Huu Nhat Minh', 'Lê Văn Trường', 'Xuân Thanh Nguyễn', 'Nguyễn Hoàng Định', 'Lê Tiến Dũng', 'Trung Le', 'Manh‐Huong Phan']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0099,Direct_Harvest,,https://doi.org/10.1002/ped4.12229,,2020 Global Pediatric Pulmonology Alliance (GPPA) Forum on COVID‐19,2020,"['Kunling Shen', 'Spencer Li', 'Yu Guan', 'Yonghong Yang']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0100,Direct_Harvest,,https://doi.org/10.1108/jedt-07-2026-756,,Editorial,2026,['Nicholas Chileshe'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0101,Direct_Harvest,,https://doi.org/10.48448/2a35-ph29,,Which Works Best for Vietnamese? A Practical Study of Information Retrieval Methods across Domains,2026,"['Association for Computational Linguistics 2026', 'Long Nguyen', 'tho Quan']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0102,Direct_Harvest,,https://doi.org/10.54692/jelle.2024.0604262,,Enhancing English Language Acquisition through ChatGPT: Use of Technology Acceptance Model in Linguistics,2024,"['Hayat Ullah', 'Sajid Anwar', 'Shah Nawaz Khan']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0103,Direct_Harvest,,https://doi.org/10.3389/fnins.2025.1580931,,UET175: EEG dataset of motor imagery tasks in Vietnamese stroke patients,2025,"['Chau Ma Thi', 'Hoang-Anh Nguyen The', 'Kien Nguyen Minh', 'Long Vu Thanh', 'Hieu Nguyen Dinh', 'Nhu-Y Huynh Thi', 'Thanh-Huong Ha Thi', 'Trong-Nghia Hoang Tien', 'Doan-Truc Au Dao', 'Kim-Long Nguyen Hoang', 'Vy Huynh Kha', 'T. Hoang']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0104,Direct_Harvest,,https://doi.org/10.1108/aeds-06-2024-294,,Guest editorial: Transnationalization of higher education: challenges and opportunities,2024,"['Ka Ho Mok', 'Kun Dai']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0105,Direct_Harvest,,https://doi.org/10.1109/ichst66555.2025.11428741,,Developing an AI-Enhanced Individualized Prediction Tool for Psychopathological Symptoms in Vietnam: A Study Protocol,2025,"['Hung T. Nguyen', 'Minh Khau', 'Huyen Nguyen', 'Hieu Pham']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0107,Direct_Harvest,,https://doi.org/10.1080/17480930.2025.2492086,,Dynamic weighting and genetic algorithm-based hybrid SVR-Ridge model for improving PM <sub>2.5</sub> forecasting in open-pit copper mines,2025,"['L. T. K. Ngoc', 'Hoang Nguyen', 'Xuan-Nam Bui', 'Trung-Tin Tran']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0108,Direct_Harvest,,https://doi.org/10.4103/amsr.amsr_19_23,,The evidence for evidence-based medicine,2023,['Subhankar Chowdhury'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0109,Direct_Harvest,,https://doi.org/10.48550/arxiv.2601.01897,,A Hybrid Architecture for Multi-Stage Claim Document Understanding: Combining Vision-Language Models and Machine Learning for Real-Time Processing,2026,"['Lilu Cheng', 'Jingjun Lu', 'Yi Xuan Chan', 'Quốc Khải Nguyễn', 'John Bi', 'Sean Ho']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0111,Direct_Harvest,,https://doi.org/10.1109/tgrs.2026.3668935,,Adaptive Modeling for Air Quality: A Continual Learning Framework for PM₂.₅ Estimation in Vietnam,2026,"['Phuong D.M. Nguyen', 'Duy A. Nguyen', 'Thanh T.N. Nguyen']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0112,Direct_Harvest,,https://doi.org/10.60848/13816,,"Improving accuracy, stability, and practicability of poverty-targeting tools in the context of vietnamese ethnic minorities",2025,['Be Thanh Duong'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0113,Direct_Harvest,,https://doi.org/10.7554/elife.72930.sa1,,"Decision letter: Development, validation, and application of a machine learning model to estimate salt consumption in 54 countries",2021,['Gian Paolo Rossi'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0114,Direct_Harvest,,https://doi.org/10.7554/elife.72930.sa2,,"Author response: Development, validation, and application of a machine learning model to estimate salt consumption in 54 countries",2021,"['Wilmer Cristobal Guzman‐Vilca', 'Manuel Castillo‐Cara', 'Rodrigo M. Carrillo‐Larco']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0115,Direct_Harvest,,https://doi.org/10.48550/arxiv.2606.04037,,Toward Pre-Deployment Assurance for Enterprise AI Agents: Ontology-Grounded Simulation and Trust Certification,2026,"['Thanh Luong Tuan', 'Abhijit Sanyal']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0117,Direct_Harvest,,https://doi.org/10.5281/zenodo.19990364,,Trustworthy RF/Microwave Biomedical AI: Information Fusion and Evaluation Design for Clinical Translation,2026,['Ahmad Aldelemy'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0119,Direct_Harvest,,https://doi.org/10.56734/ijahss.v6n5a6,,The Impact Of Digital Diplomacy On International Politics In The Early Decades Of The 21st Century And Its Implications For Vietnam,2025,"['Nguyen Ngoc Cuong', 'Bui Thanh Nam', 'Nguyen Van Dap']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0122,Direct_Harvest,,https://doi.org/10.25073/2588-1159/vnuer.4325,,Parent’s Perception and Willingness for Using Internet Based Mental Health Application for Children,2019,"['Trần Thành Nam', 'Hien Hoang']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0123,Direct_Harvest,,https://doi.org/10.1162/daed_a_02085,,Opening Dialogue,2024,"['Lee C. Bollinger', 'Geoffrey R. Stone']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0124,Direct_Harvest,,https://doi.org/10.1177/20552076241293974,,The i-CanManage program to improve exercise and symptom management for Vietnamese women after cancer: A pilot randomized controlled trial protocol,2024,"['Thi Hoa Huyen Nguyen', 'Thi Hoa Huyen Nguyen', 'Linh Khanh Bui', 'Tran Ngoc Tran', 'Ngan Thi Thuy Nguyen', 'Anh Hoang Phuong', 'Hieu Huy Pham', 'Andrew W. Taylor‐Robinson', 'Tran Quang Duc', 'Huong Thi Thanh Nguyen', 'Huong Thi Thanh Nguyen']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0125,Direct_Harvest,,https://doi.org/10.13057/asianjfor/r090112,,"Estimating forest above ground biomass in Dak Lak Province, Vietnam",2025,"['Ho Dinh Bao', 'Nguyễn Thị Thanh Hương']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0126,Direct_Harvest,,https://doi.org/10.61586/qwc38,,Sustainable Development of Physical Education in Vietnam: Digital Transformation from 2020 to 2025 and vision to 2030,2025,"['Ngo Huu Phuc', 'Le Hoang Son Chau', 'Nguyen Hoang Minh Thuan']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0127,Direct_Harvest,,https://doi.org/10.17605/osf.io/n5fb2,,Recovering Health Disparities When Race and Ethnicity Information is Inadequate,2026,['Derek Ouyang'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0129,Direct_Harvest,,https://doi.org/10.5281/zenodo.19559782,,"PREreview of ""Diagnostic Accuracy and Potential Resource Savings of Pooled Sputum Testing with Xpert MTB/RIF Ultra for Tuberculosis among adults in Vietnam: A Cross-Sectional Study""",2026,['John Cherry'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0131,Direct_Harvest,,https://doi.org/10.2196/preprints.71591,,Insights on the current and future state of AI adoption within health systems in Southeast Asia: A qualitative study (Preprint),2025,"['Mochammad Fadjar Wibowo', 'Alexandra Pyle', 'E. F. H. Lim', 'Joshua W. Ohde', 'Nan Liu', 'Jonas Karlström']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0134,Direct_Harvest,,https://doi.org/10.1108/aeds-06-2025-0285,,Psychological safety and AI adoption as antecedents of teaching burnout: the mediating effect of work–life balance,2026,['Sang Tang My'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0136,Direct_Harvest,,https://doi.org/10.1177/20552076251396563,,Wearable vital-sign sensors for early detection of severe dengue and sepsis: Clinical applications and implementation in resource-limited settings,2025,"['Mohamed Mustaf Ahmed', 'Zhinya Kawa Othman', 'Sumaya Mahamud Mahamed', 'Olalekan John Okesanya', 'Shuaibu Saidu Musa', 'Francesco Branda', 'Don Eliseo Lucero‐Prisno']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0137,Direct_Harvest,,https://doi.org/10.1097/ede.0000000000001672,,Measuring Racial Sentiment Using Social Media Is Harder Than It Seems,2023,"['Eleanor J. Murray', 'Kareem Carr']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0138,Direct_Harvest,,https://doi.org/10.5194/egusphere-egu24-10056,,"&amp;#160;Air Emission Inventory and AI- based Air Quality Forecasting Models for Developing Countries: A Case Study of Ho Chi Minh City, Vietnam",2024,"['Quoc Bang Ho', 'Hoang Ngoc Khue Vu', 'Tam Thoai Nguyen', 'Ricardo Simón Carbajo']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0139,Direct_Harvest,,https://doi.org/10.5812/ijpbs-169858,,Primary School Teachers’ Intention to Adopt AI in Sexual and Reproductive Health Education: An Extended Technology Scceptance Model,2026,"['Hoan Ngo-Thi-Kim', 'Quynh Pham-Viet', 'Hong Cuong Do', 'Mai Hoang Thi', 'Thao Tran Thi', 'Thanh Tran Phuong', 'Hiep‐Hung Pham']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0140,Direct_Harvest,,https://doi.org/10.52939/ijg.v22i6.5044,,SENTINEL-Dengue ASEAN-11: An AI-Powered Climate–Geospatial Intelligence System for Dengue Early Warning and Surveillance Prioritization Across Southeast Asia,2026,['J. Sudsawart'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0141,Direct_Harvest,,https://doi.org/10.63947/bvtn.v1i1.1,,BỆNH VIỆN THỐNG NHẤT – HÀNH TRÌNH PHÁT TRIỂN VÀ ĐỊNH HƯỚNG TRỞ THÀNH TRUNG TÂM LÃO KHOA KỸ THUẬT CAO HÀNG ĐẦU VIỆT NAM,2025,['Lê Đình Thanh'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0142,Direct_Harvest,,https://doi.org/10.1108/978-1-80117-139-720211014,,Index,2022,[],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0143,Direct_Harvest,,https://doi.org/10.17605/osf.io/yvxqp,,TH-Hien Model: protocol and statistical analysis plan (HBeAg-negative CHB),2026,['Hien-Huu Tran'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0144,Direct_Harvest,,https://doi.org/10.4324/9781003715689-3,,AI for Sustainable Development in Middle-Income Southeast Asia,2026,['Masatoshi Hara'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0145,Direct_Harvest,,https://doi.org/10.1111/bjir.70059,,"Worker Well‐Being, Human Factors and the Gig Economy: Interdisciplinary Perspectives",2026,"['Xiaoning Ma', 'Guodong Zhao']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0146,Direct_Harvest,,https://doi.org/10.58812/esiscs.v3i02.799,,Bibliometric Analysis of Human‑Centered AI Research in Southeast Asia (2015–2025),2025,"['Loso  Judijanto', 'Ni Desak Made Santi Diwyarthi']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0150,Direct_Harvest,,https://doi.org/10.1097/opx.0000000000001391,,Data as a Substitute for Judgment,2019,['Michael D. Twa'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0151,Direct_Harvest,,https://doi.org/10.17849/insm-49-1-5-10.1,,Déjà Vu – A New Coronavirus Challenge,2021,['Ross MacKenzie'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0152,Direct_Harvest,,https://doi.org/10.4103/apjtm.apjtm_142_26,,Fluid-sparing hyperoncotic albumin in severe dengue: A retrospective case series,2026,"['Quan Le', 'Hang Trinh', 'Nhan Van Vu']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0153,Direct_Harvest,,https://doi.org/10.64588/jc.04.11.2025,,An overview of digital twin applications in the construction and management of bridge and road infrastructure,2025,['TS Hà Trung Hiếu'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0154,Direct_Harvest,,https://doi.org/10.1158/1940-6207.capr-17-11-hfl,,Editors’ Selections from Relevant Scientific Publications,2024,[],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0155,Direct_Harvest,,https://doi.org/10.70593/978-93-7185-755-0,,Growing A Greener Future: Sustainable Practices in Agriculture,2026,"['Jatinderpal Singh', 'P. C. Pathania', 'M. Saini']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0156,Direct_Harvest,,https://doi.org/10.32895/hcjm.m.2026.09.04,,"Kiến thức, thái độ và thực hành ứng dụng trí tuệ nhân tạo trong học tập của sinh viên Điều dưỡng tại Đại học Y Dược Thành phố Hồ Chí Minh",2026,"['Ngọc Hoa Phạm', 'Thị Như Quỳnh Nguyễn', 'Đặng Tường Vy Hồ']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0158,Direct_Harvest,,https://doi.org/10.1016/j.apjon.2023.100185,,New year greetings from the Editor-in-Chief of the Asia–Pacific Journal of Oncology Nursing,2023,['Winnie K.W. So'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0159,Direct_Harvest,,https://doi.org/10.1088/1742-6596/2089/1/011001,,Preface,2021,[],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0160,Direct_Harvest,,https://doi.org/10.5281/zenodo.20257241,,"PREreview of ""SARS-CoV-2 Introductions into Lao PDR Revealed by Genomic Surveillance, 2021–2024""",2026,['Syed Adnan Haider'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0162,Direct_Harvest,,https://doi.org/10.1680/jbren.2025.178.2.95,,Editorial: Bridging tradition and innovation: from maintaining masonry bridges to using AI for better understanding bridge behaviour,2025,"['Stergios-Aristoteles Mitoulis', 'Nadiia Kopiika']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0163,Direct_Harvest,,https://doi.org/10.24200/sci.2025.65252.9382,,Prediction of corroded reinforced concrete beam deflection using a metaheuristic optimized least squares support vector regression,2025,"['Duc-Hoc Tran', 'Thi-Cam Tien Ngo']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0165,Direct_Harvest,,https://doi.org/10.1111/chso.70003,,Children and Families: Everyday Digital Media Culture,2025,"['Ylva Ågren', 'Philippa Amery', 'Susan Danby']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0166,Direct_Harvest,,https://doi.org/10.35965/jups.v5i3.633,,Karasteristik Sistem Pelayanan Angkutan Perkotaan Di Kota Makassar,2025,"['Nisa Rusdin', 'Kamran Aksa', 'Nur Syam']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0168,Direct_Harvest,,https://doi.org/10.1108/jabs-04-2026-702,,Guest editorial: Defining new frontiers of business research across Asian countries,2026,['Zafar U. Ahmed'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0169,Direct_Harvest,,https://doi.org/10.1002/bsa3.70026,,Perspectives on year 1 of <i>Alzheimer's &amp; Dementia: Behavior and Socioeconomics of Aging (BSEA)</i>,2025,['Jennifer H. Lingler'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0170,Direct_Harvest,,https://doi.org/10.3389/fmars.2025.1618554,,Editorial: ICYMARE – early career researchers in marine science,2025,"['Simon Jungblut', 'Lena Rölfer', 'Carolin Müller', 'Yvonne Schadewell', 'Lena Christin Heel', 'Viola Liebich']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0171,Direct_Harvest,,https://doi.org/10.3389/fcvm.2026.1811863,,Editorial: Multiparametric stress echocardiography in stable CAD patients. How technological advances may transform diagnosis and prognosis,2026,"['Nicola Gaibazzi', 'Attila Kardos']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0172,Direct_Harvest,,https://doi.org/10.1108/jhti-09-2025-995,,Guest editorial: Sustainability management from a behavioral perspective in hospitality and tourism,2025,"['Osman M. Karatepe', 'Muhammad Farrukh', 'Elisa Rescalvo‐Martin']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0173,Direct_Harvest,,https://doi.org/10.1097/01.cot.0000000000000164,,Fighter Pilot Meets Match With Lymphoma &amp; CAR T-Cell Therapy Battles Back,2025,['Valerie Neff Newitt'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0174,Direct_Harvest,,https://doi.org/10.1108/dlp-02-2025-153,,Editorial: “Redefining impact: digital libraries and their communities”,2025,['Anna Maria Tammaro'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0175,Direct_Harvest,,https://doi.org/10.1111/jdv.70142,,Characterizing global dermatologic engagement and needs: A cross‐sectional study from 83 countries,2025,"['Alexis G. Strahan', 'Christine Li', 'Maud Guérin', 'Tom Allison', 'Gene Colón', 'Jehireh Peraza‐Williams', 'Olyvia Zarchin', 'M J Zehtab', 'Ann Pacheco', 'Jadesola Akinwuntan', 'Shivani Jain', 'Marlous L. Grijsen', 'Wendemagegn Enbiale', 'Wingfield Rehmus', 'L. Claire Fuller', 'Karolyn A. Wanat', 'Esther E. Freeman']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0176,Direct_Harvest,,https://doi.org/10.1002/vjch.202200133,,Research activities at Hanoi National University of Education ‐ 70 years of development,2022,"['Nguyễn Văn Minh', 'Hoang Hai Ha', 'Dương Minh Lam', 'Nguyen Van Trao']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0177,Direct_Harvest,,https://doi.org/10.35940/ijitee.10.4,,Regular Issue,2021,[],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0179,Direct_Harvest,,https://doi.org/10.1108/jsma-08-2026-526,,"Guest editorial: Beyond Industry 4.0: humancentricity, resilience and sustainability in the age of digital transformation",2026,"['Oluwaseun Kolade', 'David Sarpong']",UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0180,Direct_Harvest,,https://doi.org/10.3389/fpsyg.2025.1707902,,"Editorial: Promoting innovative learning-oriented feedback practice: engagement, challenges, and solutions",2025,['Wei Wei'],UNIQUE,PENDING_HUMAN_REVIEW
REC_DIR_0181,Direct_Harvest,,https://doi.org/10.1093/dh/dhab001,,A (Not Very) Distant Mirror,2021,['A. R. H. Preston'],UNIQUE,PENDING_HUMAN_REVIEW
