channel_id,domain,query_id,query_family,query_verbatim,page_attempt,requested_url,started_at,http_status,response_bytes,error,body_file,headers_file,error_file,body_sha256,headers_sha256,candidate_url_count_machine_derived,new_candidate_url_count_machine_derived,cumulative_candidate_url_count_machine_derived,stop_decision,interpretation
UNESCO-RAM,www.unesco.org,DQ-IMPL-01,implementation,"(\đạo đức AI\"" OR \""AI có trách nhiệm\"" OR \""quản trị AI\"") AND (kế hoạch OR triển khai OR áp dụng OR thí điểm)""",1,https://www.unesco.org/ethics-ai/en/search?category=Global%20AI%20Ethics%20and%20Governance%20Observatory&query=%28%5C%C4%91%E1%BA%A1o%20%C4%91%E1%BB%A9c%20AI%5C%22%20OR%20%5C%22AI%20c%C3%B3%20tr%C3%A1ch%20nhi%E1%BB%87m%5C%22%20OR%20%5C%22qu%E1%BA%A3n%20tr%E1%BB%8B%20AI%5C%22%29%20AND%20%28k%E1%BA%BF%20ho%E1%BA%A1ch%20OR%20tri%E1%BB%83n%20khai%20OR%20%C3%A1p%20d%E1%BB%A5ng%20OR%20th%C3%AD%20%C4%91i%E1%BB%83m%29%22&page=1,2026-07-31T23:19:11+00:00,200,382376,,raw/unesco-ram-dq-impl-01-p01.body,raw/unesco-ram-dq-impl-01-p01.headers,raw/unesco-ram-dq-impl-01-p01.error.txt,3BDB5FAFE3BAF20EB8F6B31B7E578B5FB9B8C52F6F8A931465271BBFE44077EF,E4C19796B99B2DFBCD70B53FCDE91D96ED96CF165CE48A7ABFAF37C6CE19F90A,52,52,52,CONTINUE,Raw capture only; URL candidates are not verified search results and are not screened or counted for PRISMA.
UNESCO-RAM,www.unesco.org,DQ-IMPL-01,implementation,"(\đạo đức AI\"" OR \""AI có trách nhiệm\"" OR \""quản trị AI\"") AND (kế hoạch OR triển khai OR áp dụng OR thí điểm)""",2,https://www.unesco.org/ethics-ai/en/search?category=Global%20AI%20Ethics%20and%20Governance%20Observatory&query=%28%5C%C4%91%E1%BA%A1o%20%C4%91%E1%BB%A9c%20AI%5C%22%20OR%20%5C%22AI%20c%C3%B3%20tr%C3%A1ch%20nhi%E1%BB%87m%5C%22%20OR%20%5C%22qu%E1%BA%A3n%20tr%E1%BB%8B%20AI%5C%22%29%20AND%20%28k%E1%BA%BF%20ho%E1%BA%A1ch%20OR%20tri%E1%BB%83n%20khai%20OR%20%C3%A1p%20d%E1%BB%A5ng%20OR%20th%C3%AD%20%C4%91i%E1%BB%83m%29%22&page=2,2026-07-31T23:19:16+00:00,,0,RemoteDisconnected: Remote end closed connection without response,raw/unesco-ram-dq-impl-01-p02.body,raw/unesco-ram-dq-impl-01-p02.headers,raw/unesco-ram-dq-impl-01-p02.error.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,0,52,LOCKED_PAGE_CAP_REACHED,Raw capture only; URL candidates are not verified search results and are not screened or counted for PRISMA.
UNESCO-RAM,www.unesco.org,DQ-IMPL-02," chữa bệnh\"")""","(\đạo đức AI\"" OR \""AI có trách nhiệm\"" OR \""quản trị AI\"") AND (\""Bộ Y tế\"" OR bệnh viện OR \""cơ sở khám bệnh",1,https://www.unesco.org/ethics-ai/en/search?category=Global%20AI%20Ethics%20and%20Governance%20Observatory&query=%28%5C%C4%91%E1%BA%A1o%20%C4%91%E1%BB%A9c%20AI%5C%22%20OR%20%5C%22AI%20c%C3%B3%20tr%C3%A1ch%20nhi%E1%BB%87m%5C%22%20OR%20%5C%22qu%E1%BA%A3n%20tr%E1%BB%8B%20AI%5C%22%29%20AND%20%28%5C%22B%E1%BB%99%20Y%20t%E1%BA%BF%5C%22%20OR%20b%E1%BB%87nh%20vi%E1%BB%87n%20OR%20%5C%22c%C6%A1%20s%E1%BB%9F%20kh%C3%A1m%20b%E1%BB%87nh&page=1,2026-07-31T23:19:17+00:00,,0,RemoteDisconnected: Remote end closed connection without response,raw/unesco-ram-dq-impl-02-p01.body,raw/unesco-ram-dq-impl-02-p01.headers,raw/unesco-ram-dq-impl-02-p01.error.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,0,0,CONTINUE,Raw capture only; URL candidates are not verified search results and are not screened or counted for PRISMA.
UNESCO-RAM,www.unesco.org,DQ-IMPL-02," chữa bệnh\"")""","(\đạo đức AI\"" OR \""AI có trách nhiệm\"" OR \""quản trị AI\"") AND (\""Bộ Y tế\"" OR bệnh viện OR \""cơ sở khám bệnh",2,https://www.unesco.org/ethics-ai/en/search?category=Global%20AI%20Ethics%20and%20Governance%20Observatory&query=%28%5C%C4%91%E1%BA%A1o%20%C4%91%E1%BB%A9c%20AI%5C%22%20OR%20%5C%22AI%20c%C3%B3%20tr%C3%A1ch%20nhi%E1%BB%87m%5C%22%20OR%20%5C%22qu%E1%BA%A3n%20tr%E1%BB%8B%20AI%5C%22%29%20AND%20%28%5C%22B%E1%BB%99%20Y%20t%E1%BA%BF%5C%22%20OR%20b%E1%BB%87nh%20vi%E1%BB%87n%20OR%20%5C%22c%C6%A1%20s%E1%BB%9F%20kh%C3%A1m%20b%E1%BB%87nh&page=2,2026-07-31T23:19:19+00:00,,0,RemoteDisconnected: Remote end closed connection without response,raw/unesco-ram-dq-impl-02-p02.body,raw/unesco-ram-dq-impl-02-p02.headers,raw/unesco-ram-dq-impl-02-p02.error.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,0,0,LOCKED_PAGE_CAP_REACHED,Raw capture only; URL candidates are not verified search results and are not screened or counted for PRISMA.
UNESCO-RAM,www.unesco.org,DQ-IMPL-03,implementation,"(\responsible AI\"" OR \""AI governance\"" OR \""AI ethics\"") AND (implementation OR adoption OR uptake OR plan OR pilot) AND (Vietnam OR \""Viet Nam\"") AND (health OR hospital OR clinical)""",1,https://www.unesco.org/ethics-ai/en/search?category=Global%20AI%20Ethics%20and%20Governance%20Observatory&query=%28%5Cresponsible%20AI%5C%22%20OR%20%5C%22AI%20governance%5C%22%20OR%20%5C%22AI%20ethics%5C%22%29%20AND%20%28implementation%20OR%20adoption%20OR%20uptake%20OR%20plan%20OR%20pilot%29%20AND%20%28Vietnam%20OR%20%5C%22Viet%20Nam%5C%22%29%20AND%20%28health%20OR%20hospital%20OR%20clinical%29%22&page=1,2026-07-31T23:19:21+00:00,,0,RemoteDisconnected: Remote end closed connection without response,raw/unesco-ram-dq-impl-03-p01.body,raw/unesco-ram-dq-impl-03-p01.headers,raw/unesco-ram-dq-impl-03-p01.error.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,0,0,CONTINUE,Raw capture only; URL candidates are not verified search results and are not screened or counted for PRISMA.
UNESCO-RAM,www.unesco.org,DQ-IMPL-03,implementation,"(\responsible AI\"" OR \""AI governance\"" OR \""AI ethics\"") AND (implementation OR adoption OR uptake OR plan OR pilot) AND (Vietnam OR \""Viet Nam\"") AND (health OR hospital OR clinical)""",2,https://www.unesco.org/ethics-ai/en/search?category=Global%20AI%20Ethics%20and%20Governance%20Observatory&query=%28%5Cresponsible%20AI%5C%22%20OR%20%5C%22AI%20governance%5C%22%20OR%20%5C%22AI%20ethics%5C%22%29%20AND%20%28implementation%20OR%20adoption%20OR%20uptake%20OR%20plan%20OR%20pilot%29%20AND%20%28Vietnam%20OR%20%5C%22Viet%20Nam%5C%22%29%20AND%20%28health%20OR%20hospital%20OR%20clinical%29%22&page=2,2026-07-31T23:19:23+00:00,,0,RemoteDisconnected: Remote end closed connection without response,raw/unesco-ram-dq-impl-03-p02.body,raw/unesco-ram-dq-impl-03-p02.headers,raw/unesco-ram-dq-impl-03-p02.error.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,0,0,LOCKED_PAGE_CAP_REACHED,Raw capture only; URL candidates are not verified search results and are not screened or counted for PRISMA.
UNESCO-RAM,www.unesco.org,DQ-TOOL-01,implementation_tool,"(\đánh giá tuân thủ\"" OR \""tự đánh giá\"") AND (\""đạo đức AI\"" OR \""AI có trách nhiệm\"")""",1,https://www.unesco.org/ethics-ai/en/search?category=Global%20AI%20Ethics%20and%20Governance%20Observatory&query=%28%5C%C4%91%C3%A1nh%20gi%C3%A1%20tu%C3%A2n%20th%E1%BB%A7%5C%22%20OR%20%5C%22t%E1%BB%B1%20%C4%91%C3%A1nh%20gi%C3%A1%5C%22%29%20AND%20%28%5C%22%C4%91%E1%BA%A1o%20%C4%91%E1%BB%A9c%20AI%5C%22%20OR%20%5C%22AI%20c%C3%B3%20tr%C3%A1ch%20nhi%E1%BB%87m%5C%22%29%22&page=1,2026-07-31T23:19:24+00:00,,0,RemoteDisconnected: Remote end closed connection without response,raw/unesco-ram-dq-tool-01-p01.body,raw/unesco-ram-dq-tool-01-p01.headers,raw/unesco-ram-dq-tool-01-p01.error.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,0,0,CONTINUE,Raw capture only; URL candidates are not verified search results and are not screened or counted for PRISMA.
UNESCO-RAM,www.unesco.org,DQ-TOOL-01,implementation_tool,"(\đánh giá tuân thủ\"" OR \""tự đánh giá\"") AND (\""đạo đức AI\"" OR \""AI có trách nhiệm\"")""",2,https://www.unesco.org/ethics-ai/en/search?category=Global%20AI%20Ethics%20and%20Governance%20Observatory&query=%28%5C%C4%91%C3%A1nh%20gi%C3%A1%20tu%C3%A2n%20th%E1%BB%A7%5C%22%20OR%20%5C%22t%E1%BB%B1%20%C4%91%C3%A1nh%20gi%C3%A1%5C%22%29%20AND%20%28%5C%22%C4%91%E1%BA%A1o%20%C4%91%E1%BB%A9c%20AI%5C%22%20OR%20%5C%22AI%20c%C3%B3%20tr%C3%A1ch%20nhi%E1%BB%87m%5C%22%29%22&page=2,2026-07-31T23:19:26+00:00,,0,RemoteDisconnected: Remote end closed connection without response,raw/unesco-ram-dq-tool-01-p02.body,raw/unesco-ram-dq-tool-01-p02.headers,raw/unesco-ram-dq-tool-01-p02.error.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,0,0,LOCKED_PAGE_CAP_REACHED,Raw capture only; URL candidates are not verified search results and are not screened or counted for PRISMA.
UNESCO-RAM,www.unesco.org,DQ-TOOL-02,implementation_tool,"(nền tảng OR công cụ) AND (\đánh giá tuân thủ\"" OR \""đánh giá tác động\"") AND (\""AI\"" OR \""trí tuệ nhân tạo\"")""",1,https://www.unesco.org/ethics-ai/en/search?category=Global%20AI%20Ethics%20and%20Governance%20Observatory&query=%28n%E1%BB%81n%20t%E1%BA%A3ng%20OR%20c%C3%B4ng%20c%E1%BB%A5%29%20AND%20%28%5C%C4%91%C3%A1nh%20gi%C3%A1%20tu%C3%A2n%20th%E1%BB%A7%5C%22%20OR%20%5C%22%C4%91%C3%A1nh%20gi%C3%A1%20t%C3%A1c%20%C4%91%E1%BB%99ng%5C%22%29%20AND%20%28%5C%22AI%5C%22%20OR%20%5C%22tr%C3%AD%20tu%E1%BB%87%20nh%C3%A2n%20t%E1%BA%A1o%5C%22%29%22&page=1,2026-07-31T23:19:28+00:00,,0,RemoteDisconnected: Remote end closed connection without response,raw/unesco-ram-dq-tool-02-p01.body,raw/unesco-ram-dq-tool-02-p01.headers,raw/unesco-ram-dq-tool-02-p01.error.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,0,0,CONTINUE,Raw capture only; URL candidates are not verified search results and are not screened or counted for PRISMA.
UNESCO-RAM,www.unesco.org,DQ-TOOL-02,implementation_tool,"(nền tảng OR công cụ) AND (\đánh giá tuân thủ\"" OR \""đánh giá tác động\"") AND (\""AI\"" OR \""trí tuệ nhân tạo\"")""",2,https://www.unesco.org/ethics-ai/en/search?category=Global%20AI%20Ethics%20and%20Governance%20Observatory&query=%28n%E1%BB%81n%20t%E1%BA%A3ng%20OR%20c%C3%B4ng%20c%E1%BB%A5%29%20AND%20%28%5C%C4%91%C3%A1nh%20gi%C3%A1%20tu%C3%A2n%20th%E1%BB%A7%5C%22%20OR%20%5C%22%C4%91%C3%A1nh%20gi%C3%A1%20t%C3%A1c%20%C4%91%E1%BB%99ng%5C%22%29%20AND%20%28%5C%22AI%5C%22%20OR%20%5C%22tr%C3%AD%20tu%E1%BB%87%20nh%C3%A2n%20t%E1%BA%A1o%5C%22%29%22&page=2,2026-07-31T23:19:30+00:00,,0,RemoteDisconnected: Remote end closed connection without response,raw/unesco-ram-dq-tool-02-p02.body,raw/unesco-ram-dq-tool-02-p02.headers,raw/unesco-ram-dq-tool-02-p02.error.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,0,0,LOCKED_PAGE_CAP_REACHED,Raw capture only; URL candidates are not verified search results and are not screened or counted for PRISMA.
