manifestation_id,source_channel,source_record_id,title,year,doi,pmid,openalex_id,normalized_url,raw_artifact_locator,raw_artifact_checksum,retrieval_run_id,query_locator,provenance_status
OPENALEX:W3004288447,OPENALEX,W3004288447,The United Nations Sustainable Development Goals,2020,10.1093/biosci/biz155,,W3004288447,https://doi.org/10.1093/biosci/biz155,openalex/openalex-api-20260731T204525+0700/page-004.raw,135103e4498bc4d83cdec049b5b6ef4cc4f66250f5729b623abee25886418a16,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3016560194,OPENALEX,W3016560194,Sex and Gender Disparities in the COVID-19 Pandemic,2020,10.1089/jwh.2020.8472,32320331,W3016560194,https://doi.org/10.1089/jwh.2020.8472,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3018428085,OPENALEX,W3018428085,Protecting the gains of malaria elimination in China,2020,10.1186/s40249-020-00661-y,32326979,W3018428085,https://doi.org/10.1186/s40249-020-00661-y,openalex/openalex-api-20260731T204525+0700/page-005.raw,b1307c741cb653ca8122f1ae281aaf5935a342a4df7ea19b9676a23a68cb3764,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3041831661,OPENALEX,W3041831661,Progress Towards Developing a Rapid Triage/Referral Test for Tuberculosis,2020,10.1093/clinchem/hvaa124,32642751,W3041831661,https://doi.org/10.1093/clinchem/hvaa124,openalex/openalex-api-20260731T204525+0700/page-011.raw,027e305e0bb0f739e118626245e1f599cd7447df911aae82e49a72d8be3623cc,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3091082229,OPENALEX,W3091082229,Toward Audio Beehive Monitoring Based on IoT-AI techniques: A Survey and Perspective,2020,10.31817/vjas.2020.3.1.06,,W3091082229,https://doi.org/10.31817/vjas.2020.3.1.06,openalex/openalex-api-20260731T204525+0700/page-004.raw,135103e4498bc4d83cdec049b5b6ef4cc4f66250f5729b623abee25886418a16,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3094688352,OPENALEX,W3094688352,Pushing Back Against Ageism,2020,10.1016/j.carage.2020.10.023,,W3094688352,https://doi.org/10.1016/j.carage.2020.10.023,openalex/openalex-api-20260731T204525+0700/page-012.raw,af3ef30cc2217b5ba58dac8570cde2ed08fb515afd513bc5bab42ae127e8c0f5,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3109983083,OPENALEX,W3109983083,"Flood risk assessment using hybrid artificial intelligence models integrated with multi-criteria decision analysis in Quang Nam Province, Vietnam",2020,10.1016/j.jhydrol.2020.125815,,W3109983083,https://doi.org/10.1016/j.jhydrol.2020.125815,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3115853236,OPENALEX,W3115853236,2020 Global Pediatric Pulmonology Alliance (GPPA) Forum on COVID‐19,2020,10.1002/ped4.12229,33376948,W3115853236,https://doi.org/10.1002/ped4.12229,openalex/openalex-api-20260731T204525+0700/page-009.raw,d8052c422dfee1bcc043965b6c8f38ad8e3b0206af91d662e111aa0e69b78848,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3144156482,OPENALEX,W3144156482,Vital sign monitoring using wearable devices in a Vietnamese intensive care unit,2021,10.1136/bmjinnov-2021-000707,40980081,W3144156482,https://doi.org/10.1136/bmjinnov-2021-000707,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3160639093,OPENALEX,W3160639093,Déjà Vu – A New Coronavirus Challenge,2021,10.17849/insm-49-1-5-10.1,33971005,W3160639093,https://doi.org/10.17849/insm-49-1-5-10.1,openalex/openalex-api-20260731T204525+0700/page-012.raw,af3ef30cc2217b5ba58dac8570cde2ed08fb515afd513bc5bab42ae127e8c0f5,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3163884986,OPENALEX,W3163884986,Lecture No. 3 Current status and future outlook for collection of cancer-related data in Asia,2020,10.1093/jjco/hyaa269,34002791,W3163884986,https://doi.org/10.1093/jjco/hyaa269,openalex/openalex-api-20260731T204525+0700/page-008.raw,3a2168dca2cf70e3bea241429f2263fc3ad7b52cb24c11719ee3baeda6f337e9,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3165798418,OPENALEX,W3165798418,Clinical Features And Neuroimaging Findings In Acute Cerebral Infarction Patients Using RAPID Artificial Intelligent (RAPID AI) Software Analysis – A Series Of 54 Cases,2021,10.21203/rs.3.rs-534389/v1,,W3165798418,https://doi.org/10.21203/rs.3.rs-534389/v1,openalex/openalex-api-20260731T204525+0700/page-011.raw,027e305e0bb0f739e118626245e1f599cd7447df911aae82e49a72d8be3623cc,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3169122073,OPENALEX,W3169122073,Performance evaluation of nanotubular halloysites from weathered pegmatites in removing heavy metals from water through novel artificial intelligence-based models and human-based optimization algorithm,2021,10.1016/j.chemosphere.2021.131012,34118630,W3169122073,https://doi.org/10.1016/j.chemosphere.2021.131012,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3173761619,OPENALEX,W3173761619,A (Not Very) Distant Mirror,2021,10.1093/dh/dhab001,,W3173761619,https://doi.org/10.1093/dh/dhab001,openalex/openalex-api-20260731T204525+0700/page-014.raw,25d78a8ffa8b11a4be6dd8b38ee00991b6902b208810f51f0ca606d3f29d72fe,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3174173373,OPENALEX,W3174173373,"Internet of Things (IoT), Artificial Intelligence (AI) Applications for Various Sectors in Emerging Markets - and Risk Management Information System (RMIS) Issues",2021,,,W3174173373,https://openalex.org/WW3174173373,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3186551429,OPENALEX,W3186551429,Analysis of Periodontal Conditions in the Provinces of Vietnam: Results From the National Dental Survey,2021,10.1177/10105395211029803,34282632,W3186551429,https://doi.org/10.1177/10105395211029803,openalex/openalex-api-20260731T204525+0700/page-004.raw,135103e4498bc4d83cdec049b5b6ef4cc4f66250f5729b623abee25886418a16,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3205697285,OPENALEX,W3205697285,"Genomics and big data: Research, development and applications",2021,10.15625/1811-4989/16158,,W3205697285,https://doi.org/10.15625/1811-4989/16158,openalex/openalex-api-20260731T204525+0700/page-007.raw,d5f108f7861acd6870332ef52c680948216663bbe1115312d1a285feb60b88a4,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3206241719,OPENALEX,W3206241719,Exploration before Exploitation can Drive Research Training Success,2021,10.1097/opx.0000000000001807,34678833,W3206241719,https://doi.org/10.1097/opx.0000000000001807,openalex/openalex-api-20260731T204525+0700/page-013.raw,1e79e9ecb8063e55faa657fa937037c99544712e501b32e59db78d1fdbd1c007,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3209013861,OPENALEX,W3209013861,"IoTs, Machine Learning (ML), AI and Digital Transformation Affects Various Industries - Principles and Cybersecurity Risks Solutions",2021,10.14704/web/v18si04/web18144,,W3209013861,https://doi.org/10.14704/web/v18si04/web18144,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3209833065,OPENALEX,W3209833065,"Data-driven approaches to linking hydrology, mineralogy, and biogeochemistry of groundwater arsenic contamination from grain to basin scale",2021,10.7916/d8-f32q-kp58,,W3209833065,https://doi.org/10.7916/d8-f32q-kp58,openalex/openalex-api-20260731T204525+0700/page-013.raw,1e79e9ecb8063e55faa657fa937037c99544712e501b32e59db78d1fdbd1c007,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3214133227,OPENALEX,W3214133227,Predicting as Contamination Risk in Red River Delta Using Machine Learning Algorithms,2021,10.2139/ssrn.3952430,,W3214133227,https://doi.org/10.2139/ssrn.3952430,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3214421139,OPENALEX,W3214421139,Covid-19 Face Mask Prediction Using Machine Learning Techniques,2021,10.1007/978-981-16-3690-5_69,,W3214421139,https://doi.org/10.1007/978-981-16-3690-5_69,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W3216738082,OPENALEX,W3216738082,A comprehensive appraisal of evolutionary diversity in venomous Asian coralsnakes of the genus<i>Sinomicrurus</i>(Serpentes: Elapidae) using Bayesian coalescent inference and supervised machine learning,2021,10.1111/jzs.12547,,W3216738082,https://doi.org/10.1111/jzs.12547,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4200419339,OPENALEX,W4200419339,Preface,2021,10.1088/1742-6596/2089/1/011001,,W4200419339,https://doi.org/10.1088/1742-6596/2089/1/011001,openalex/openalex-api-20260731T204525+0700/page-013.raw,1e79e9ecb8063e55faa657fa937037c99544712e501b32e59db78d1fdbd1c007,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4205118783,OPENALEX,W4205118783,Cory COVID-Bot: An Evidence-Based Behavior Change Chatbot for COVID-19,2022,10.3233/shti210948,35062181,W4205118783,https://doi.org/10.3233/shti210948,openalex/openalex-api-20260731T204525+0700/page-006.raw,22cea224c5a15feddd5217fbd37475e1b5b0c5ebd1ba85d68136d15efcf608ea,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4205227880,OPENALEX,W4205227880,"Use of GIS and machine learning to predict disease in shrimp farmed on the east coast of the Mekong Delta, Vietnam",2022,10.1007/s12562-021-01577-8,,W4205227880,https://doi.org/10.1007/s12562-021-01577-8,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4205253758,OPENALEX,W4205253758,Index,2022,10.1108/978-1-83982-900-020211035,,W4205253758,https://doi.org/10.1108/978-1-83982-900-020211035,openalex/openalex-api-20260731T204525+0700/page-014.raw,25d78a8ffa8b11a4be6dd8b38ee00991b6902b208810f51f0ca606d3f29d72fe,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4205979214,OPENALEX,W4205979214,Patient Classification Based on Symptoms Using Machine Learning Algorithms Supporting Hospital Admission,2021,10.1007/978-3-030-92942-8_4,,W4205979214,https://doi.org/10.1007/978-3-030-92942-8_4,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4206629756,OPENALEX,W4206629756,Index,2022,10.1108/978-1-80117-139-720211014,,W4206629756,https://doi.org/10.1108/978-1-80117-139-720211014,openalex/openalex-api-20260731T204525+0700/page-011.raw,027e305e0bb0f739e118626245e1f599cd7447df911aae82e49a72d8be3623cc,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4206827170,OPENALEX,W4206827170,Applied machine learning for the risk-stratification and clinical decision support of hospitalised patients with dengue in Vietnam,2022,10.1371/journal.pdig.0000005,36812518,W4206827170,https://doi.org/10.1371/journal.pdig.0000005,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4206989740,OPENALEX,W4206989740,"Author response: Development, validation, and application of a machine learning model to estimate salt consumption in 54 countries",2021,10.7554/elife.72930.sa2,,W4206989740,https://doi.org/10.7554/elife.72930.sa2,openalex/openalex-api-20260731T204525+0700/page-010.raw,567d223c6daff1b7c3515e6c3c45bad21909518ff1d22f77271a97076d3ba2eb,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4206998084,OPENALEX,W4206998084,"Decision letter: Development, validation, and application of a machine learning model to estimate salt consumption in 54 countries",2021,10.7554/elife.72930.sa1,,W4206998084,https://doi.org/10.7554/elife.72930.sa1,openalex/openalex-api-20260731T204525+0700/page-010.raw,567d223c6daff1b7c3515e6c3c45bad21909518ff1d22f77271a97076d3ba2eb,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4207093336,OPENALEX,W4207093336,The Impact of Cultural Dimensions of Clinicians on the Adoption of Artificial Intelligence in Healthcare.,2022,,35062809,W4207093336,https://openalex.org/WW4207093336,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4210580279,OPENALEX,W4210580279,Preventing stroke in atrial fibrillation patients,2022,10.1093/eurheartj/ehac019,35084445,W4210580279,https://doi.org/10.1093/eurheartj/ehac019,openalex/openalex-api-20260731T204525+0700/page-013.raw,1e79e9ecb8063e55faa657fa937037c99544712e501b32e59db78d1fdbd1c007,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4210885547,OPENALEX,W4210885547,Digital Health Policy and Programs for Hospital Care in Vietnam: Scoping Review,2022,10.2196/32392,35138264,W4210885547,https://doi.org/10.2196/32392,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4211123459,OPENALEX,W4211123459,Digital Health Policy and Programs for Hospital Care in Vietnam: Scoping Review (Preprint),2021,10.2196/preprints.32392,,W4211123459,https://doi.org/10.2196/preprints.32392,openalex/openalex-api-20260731T204525+0700/page-005.raw,b1307c741cb653ca8122f1ae281aaf5935a342a4df7ea19b9676a23a68cb3764,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4212765095,OPENALEX,W4212765095,"Forest Landscape Restoration and Ecosystem Services in A Luoi District, Thua Thien Hue Province, Vietnam",2021,10.53846/goediss-8742,,W4212765095,https://doi.org/10.53846/goediss-8742,openalex/openalex-api-20260731T204525+0700/page-005.raw,b1307c741cb653ca8122f1ae281aaf5935a342a4df7ea19b9676a23a68cb3764,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4221070098,OPENALEX,W4221070098,Quantifying mangrove leaf area index from Sentinel-2 imagery using hybrid models and active learning,2022,10.1080/01431161.2021.2024912,36386862,W4221070098,https://doi.org/10.1080/01431161.2021.2024912,openalex/openalex-api-20260731T204525+0700/page-005.raw,b1307c741cb653ca8122f1ae281aaf5935a342a4df7ea19b9676a23a68cb3764,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4225707844,OPENALEX,W4225707844,An efficient human activity recognition model based on deep learning approaches,2022,10.52549/ijeei.v10i1.3438,,W4225707844,https://doi.org/10.52549/ijeei.v10i1.3438,openalex/openalex-api-20260731T204525+0700/page-007.raw,d5f108f7861acd6870332ef52c680948216663bbe1115312d1a285feb60b88a4,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4226333433,OPENALEX,W4226333433,"Technology Devices in Sport Education, Technology Applications with Wearable Sensor and Accelerometer in Physical Exercises—And Ho Chi Minh and Lenin Ideologies on Physical Exercise for the Youth",2022,10.1007/978-981-16-9756-2_17,,W4226333433,https://doi.org/10.1007/978-981-16-9756-2_17,openalex/openalex-api-20260731T204525+0700/page-013.raw,1e79e9ecb8063e55faa657fa937037c99544712e501b32e59db78d1fdbd1c007,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4226367125,OPENALEX,W4226367125,"Applications of Statistic Softwares, IT and Artificial Intelligence—A Research Case on ByPass Behavior of Patients at Vietnam Hospitals",2022,10.1007/978-981-16-9756-2_18,,W4226367125,https://doi.org/10.1007/978-981-16-9756-2_18,openalex/openalex-api-20260731T204525+0700/page-002.raw,a91f6c605ced04dfacef7bf6474726dbd67a67f11cd34608c4294b609b0cfbc7,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4233838670,OPENALEX,W4233838670,Index,2021,10.1108/978-1-80071-348-220211013,,W4233838670,https://doi.org/10.1108/978-1-80071-348-220211013,openalex/openalex-api-20260731T204525+0700/page-013.raw,1e79e9ecb8063e55faa657fa937037c99544712e501b32e59db78d1fdbd1c007,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4237757429,OPENALEX,W4237757429,2019 NCAS Abstracts,2019,10.7572/jncas-d-135-3.10,,W4237757429,https://doi.org/10.7572/jncas-d-135-3.10,openalex/openalex-api-20260731T204525+0700/page-014.raw,25d78a8ffa8b11a4be6dd8b38ee00991b6902b208810f51f0ca606d3f29d72fe,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4251098518,OPENALEX,W4251098518,Regular Issue,2021,10.35940/ijitee.10.4,,W4251098518,https://doi.org/10.35940/ijitee.10.4,openalex/openalex-api-20260731T204525+0700/page-014.raw,25d78a8ffa8b11a4be6dd8b38ee00991b6902b208810f51f0ca606d3f29d72fe,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4253666347,OPENALEX,W4253666347,Index,2019,10.1108/978-1-78756-911-920191001,,W4253666347,https://doi.org/10.1108/978-1-78756-911-920191001,openalex/openalex-api-20260731T204525+0700/page-013.raw,1e79e9ecb8063e55faa657fa937037c99544712e501b32e59db78d1fdbd1c007,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4256155401,OPENALEX,W4256155401,Reflections,2019,10.1111/aor.13457,31016739,W4256155401,https://doi.org/10.1111/aor.13457,openalex/openalex-api-20260731T204525+0700/page-013.raw,1e79e9ecb8063e55faa657fa937037c99544712e501b32e59db78d1fdbd1c007,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4280524672,OPENALEX,W4280524672,Predicting As Contamination Risk in Red River Delta using Machine Learning Algorithms,2022,10.9719/eeg.2022.55.2.127,,W4280524672,https://doi.org/10.9719/eeg.2022.55.2.127,openalex/openalex-api-20260731T204525+0700/page-003.raw,2ef15a7a70da1e0c1ba3a24c3396aa1a038516be2024a3f08936666427ce4457,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
OPENALEX:W4280531286,OPENALEX,W4280531286,Sepsis Mortality Prediction Using Wearable Monitoring in Low–Middle Income Countries,2022,10.3390/s22103866,35632275,W4280531286,https://doi.org/10.3390/s22103866,openalex/openalex-api-20260731T204525+0700/page-001.raw,cc63bed157c8017baca9e3cf49611c2f7d5c2737b6915173aaf2ac7c966fbdba,openalex-api-20260731T204525+0700,DQ-OPENALEX-01,VERIFIED_RAW_MANIFEST
