channel_id,domain,query_id,query_family,query_verbatim,fallback_query,requested_limit,executed_at,cli_exit,raw_file,raw_sha256,raw_bytes,stderr_file,stderr_sha256,stderr_bytes,official_result_count,status,stop_assessment
MOH,moh.gov.vn,DQ-IMPL-01,implementation,"(""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (kế hoạch OR triển khai OR áp dụng OR thí điểm)","site:moh.gov.vn (""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (kế hoạch OR triển khai OR áp dụng OR thí điểm)",50,2026-08-01T08:03:38.963430+00:00,0,raw/search-MOH-DQ-IMPL-01.json,FC8929E5D4DCD1CF6F2410BBCC323E3F0ADC2905DF07716EB91EEB9E97570F9B,3251,raw/search-MOH-DQ-IMPL-01.stderr.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,8,SEARCH_CAPTURED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH,moh.gov.vn,DQ-IMPL-02,implementation,"(""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (""Bộ Y tế"" OR bệnh viện OR ""cơ sở khám bệnh, chữa bệnh"")","site:moh.gov.vn (""đạo đức AI"" OR ""AI có trách nhiệm"" OR ""quản trị AI"") AND (""Bộ Y tế"" OR bệnh viện OR ""cơ sở khám bệnh, chữa bệnh"")",50,2026-08-01T08:03:40.817531+00:00,0,raw/search-MOH-DQ-IMPL-02.json,A91B98C0572DE86E78BDE60C7DF19A30B4FE7D8C2F2FA80D5EF6913DCD7CC991,5191,raw/search-MOH-DQ-IMPL-02.stderr.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,11,SEARCH_CAPTURED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH,moh.gov.vn,DQ-IMPL-03,implementation,"(""responsible AI"" OR ""AI governance"" OR ""AI ethics"") AND (implementation OR adoption OR uptake OR plan OR pilot) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR clinical)","site:moh.gov.vn (""responsible AI"" OR ""AI governance"" OR ""AI ethics"") AND (implementation OR adoption OR uptake OR plan OR pilot) AND (Vietnam OR ""Viet Nam"") AND (health OR hospital OR clinical)",50,2026-08-01T08:03:42.451719+00:00,0,raw/search-MOH-DQ-IMPL-03.json,A358B1C07D44108E6BA676A4DC2B4AB9F9A9B6BF5D063751C70E5B33F1CFA1A2,18,raw/search-MOH-DQ-IMPL-03.stderr.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,0,SEARCH_CAPTURED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH,moh.gov.vn,DQ-TOOL-01,implementation_tool,"(""đánh giá tuân thủ"" OR ""tự đánh giá"") AND (""đạo đức AI"" OR ""AI có trách nhiệm"")","site:moh.gov.vn (""đánh giá tuân thủ"" OR ""tự đánh giá"") AND (""đạo đức AI"" OR ""AI có trách nhiệm"")",50,2026-08-01T08:03:44.175962+00:00,0,raw/search-MOH-DQ-TOOL-01.json,A358B1C07D44108E6BA676A4DC2B4AB9F9A9B6BF5D063751C70E5B33F1CFA1A2,18,raw/search-MOH-DQ-TOOL-01.stderr.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,0,SEARCH_CAPTURED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH,moh.gov.vn,DQ-TOOL-02,implementation_tool,"(nền tảng OR công cụ) AND (""đánh giá tuân thủ"" OR ""đánh giá tác động"") AND (""AI"" OR ""trí tuệ nhân tạo"")","site:moh.gov.vn (nền tảng OR công cụ) AND (""đánh giá tuân thủ"" OR ""đánh giá tác động"") AND (""AI"" OR ""trí tuệ nhân tạo"")",50,2026-08-01T08:03:46.078504+00:00,0,raw/search-MOH-DQ-TOOL-02.json,F2054614FDFCD411001D82A62CD67940EB36B4CC040B5FA360BE05EDD8BDA730,17278,raw/search-MOH-DQ-TOOL-02.stderr.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,36,SEARCH_CAPTURED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH,moh.gov.vn,DQ-IMPL-04,implementation,"(""trí tuệ nhân tạo"" OR AI) AND (""theo dõi sau triển khai"" OR hậu kiểm OR ""giám sát sau triển khai"" OR ""đánh giá hiệu quả"") AND (y tế OR bệnh viện OR ""Sở Y tế"")","site:moh.gov.vn (""trí tuệ nhân tạo"" OR AI) AND (""theo dõi sau triển khai"" OR hậu kiểm OR ""giám sát sau triển khai"" OR ""đánh giá hiệu quả"") AND (y tế OR bệnh viện OR ""Sở Y tế"")",50,2026-08-01T08:03:49.319479+00:00,0,raw/search-MOH-DQ-IMPL-04.json,3064480D08FEE6F1C1D3562AE9029BAFFDD5F321F1BEC3846F575FC6F24B3BF3,89099,raw/search-MOH-DQ-IMPL-04.stderr.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,44,SEARCH_CAPTURED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH,moh.gov.vn,DQ-IMPL-05,implementation,"(""trí tuệ nhân tạo"" OR AI) AND (""báo cáo sự cố"" OR ""quản lý chất lượng"" OR kiểm toán OR thanh tra) AND (y tế OR bệnh viện OR ""Sở Y tế"")","site:moh.gov.vn (""trí tuệ nhân tạo"" OR AI) AND (""báo cáo sự cố"" OR ""quản lý chất lượng"" OR kiểm toán OR thanh tra) AND (y tế OR bệnh viện OR ""Sở Y tế"")",50,2026-08-01T08:03:53.115236+00:00,0,raw/search-MOH-DQ-IMPL-05.json,3EDD472B49519F1A44D4CDE62A0CC50B080BFA2B5D64398D3C0F88AABEDBC545,140106,raw/search-MOH-DQ-IMPL-05.stderr.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,42,SEARCH_CAPTURED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH,moh.gov.vn,DQ-EVID-01,evidence,"(""đạo đức AI"" OR ""quản trị AI"") AND (kiểm toán OR thanh tra OR giám sát)","site:moh.gov.vn (""đạo đức AI"" OR ""quản trị AI"") AND (kiểm toán OR thanh tra OR giám sát)",50,2026-08-01T08:03:58.632242+00:00,0,raw/search-MOH-DQ-EVID-01.json,54F94608A1ED6B617A65F3951AD122AC226AB4FFCC8E39C30D0C23B3DAD232CA,1896,raw/search-MOH-DQ-EVID-01.stderr.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,5,SEARCH_CAPTURED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH,moh.gov.vn,DQ-EVID-02,evidence,"(""AI"" OR ""trí tuệ nhân tạo"") AND (sự cố OR khiếu nại OR khắc phục) AND (y tế OR bệnh viện)","site:moh.gov.vn (""AI"" OR ""trí tuệ nhân tạo"") AND (sự cố OR khiếu nại OR khắc phục) AND (y tế OR bệnh viện)",50,2026-08-01T08:04:22.912584+00:00,0,raw/search-MOH-DQ-EVID-02.json,933F372AF154239538E61CCD60208479155DC27A07721BBD316C5C7F8D006FAE,19155,raw/search-MOH-DQ-EVID-02.stderr.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,49,SEARCH_CAPTURED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
MOH,moh.gov.vn,DQ-EVID-03,evidence,"(""AI"" OR ""trí tuệ nhân tạo"") AND (""đánh giá tác động"" OR kết quả) AND (y tế OR bệnh viện)","site:moh.gov.vn (""AI"" OR ""trí tuệ nhân tạo"") AND (""đánh giá tác động"" OR kết quả) AND (y tế OR bệnh viện)",50,2026-08-01T08:04:24.783089+00:00,0,raw/search-MOH-DQ-EVID-03.json,F987D6083A3B6924F2003D4A6367AC0C6AE4E8AE2C7AE149E053F50F6DD163A2,24493,raw/search-MOH-DQ-EVID-03.stderr.txt,E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855,0,47,SEARCH_CAPTURED,FIRECRAWL_SITE_FALLBACK_REQUESTED_LIMIT_50
